"Данные","Тип","Из","В","Метки","Сумма","Валюта","Сумма в др.валюте","Др.валюта","Повторение","Заметка"
"08.09.2020","Расход","Тинькофф","Развлечения","","520","RUB","520","RUB","Нет","Билеты на Довод"
"09.09.2020","Расход","Cash","Транспорт","","45","RUB","45","RUB","Нет",""
"09.09.2020","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет",""
"09.09.2020","Расход","Cash","Транспорт","","55","RUB","55","RUB","Нет",""
"09.09.2020","Расход","Тинькофф","Продукты","","1654,1","RUB","1654,1","RUB","Нет","Мясной N1 (баранина, колбаса, курица, овощи)"
"09.09.2020","Расход","Тинькофф","Продукты","","1000,34","RUB","1000,34","RUB","Нет",""
"10.09.2020","Расход","Тинькофф","Квартплата/Интернет","","550","RUB","550","RUB","Нет",""
"10.09.2020","Перевод","ALM","Сбербанк Deposit","","34627,85","RUB","34627,85","RUB","Нет",""
"10.09.2020","Перевод","Сбербанк Deposit","Тинькофф","Сбербак -> Тинькофф (через Тинькофф)","14627,85","RUB","14627,85","RUB","Нет",""
"10.09.2020","Расход","Сбербанк Deposit","Квартплата/Интернет","ЖКУ","5979,42","RUB","5979,42","RUB","Нет",""
"11.09.2020","Перевод","Вклад","Тинькофф Депозит 6 мес (main)","Капитализация (тинькофф)","326,55","RUB","326,55","RUB","Нет",""
"11.09.2020","Перевод","Вклад","Тинькофф Депозит 8 мес","Капитализация (тинькофф)","191,3","RUB","191,3","RUB","Нет",""
"11.09.2020","Перевод","Вклад","Тинькофф Депозит 10 мес","Капитализация (тинькофф)","191,3","RUB","191,3","RUB","Нет",""
"11.09.2020","Перевод","Вклад","Тинькофф Депозит 12 мес","Капитализация (тинькофф)","191,3","RUB","191,3","RUB","Нет",""
"11.09.2020","Перевод","Вклад","Тинькофф Депозит 15 мес","Капитализация (тинькофф)","191,3","RUB","191,3","RUB","Нет",""
"11.09.2020","Перевод","Вклад","Тинькофф Депозит 18 мес","Капитализация (тинькофф)","191,3","RUB","191,3","RUB","Нет",""
"11.09.2020","Расход","Тинькофф","Транспорт","Такси","94","RUB","94","RUB","Нет",""
"11.09.2020","Расход","Тинькофф","Спорт","","300","RUB","300","RUB","Нет",""
"11.09.2020","Расход","Тинькофф","Продукты","","1546,15","RUB","1546,15","RUB","Нет",""
"11.09.2020","Расход","Тинькофф","Развлечения","","1729","RUB","1729","RUB","Нет","Мона пицца (ребята пришли в гости)"
"11.09.2020","Расход","Тинькофф","Развлечения","","1100","RUB","1100","RUB","Нет","Билеты в планетарий "
"12.09.2020","Расход","Cash","Транспорт","","45","RUB","45","RUB","Нет",""
"13.09.2020","Расход","Тинькофф","Транспорт","","50","RUB","50","RUB","Нет",""
"13.09.2020","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет",""
"13.09.2020","Расход","Тинькофф","Еда","","554","RUB","554","RUB","Нет","В галерее после кино"
"13.09.2020","Расход","Тинькофф","Развлечения","","1500","RUB","1500","RUB","Нет","Билеты на бегущего"
"13.09.2020","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет",""
"13.09.2020","Расход","Тинькофф","Еда","","65,99","RUB","65,99","RUB","Нет","чай в магните"
"14.09.2020","Расход","Тинькофф","Продукты","","413,98","RUB","413,98","RUB","Нет",""
"14.09.2020","Перевод","Другое","Тинькофф","Cashback/проценты НС","1699,75","RUB","1699,75","RUB","Нет",""
"15.09.2020","Расход","Тинькофф","Квартплата/Интернет","","640","RUB","640","RUB","Нет","Ростелеком инет"
"16.09.2020","Перевод","Другое","Тинькофф","","900","RUB","900","RUB","Нет","От парней за билеты на бегущего (должно быть по 500, но вернул им по 50 из-за начисленного кэшбэка)"
"16.09.2020","Расход","Тинькофф","Транспорт","","50","RUB","50","RUB","Нет",""
"16.09.2020","Расход","Тинькофф","Развлечения","","500","RUB","500","RUB","Нет","Батуты "
"16.09.2020","Расход","Тинькофф","Транспорт","Такси","75","RUB","75","RUB","Нет",""
"17.09.2020","Расход","Тинькофф","Транспорт","","50","RUB","50","RUB","Нет",""
"17.09.2020","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет",""
"17.09.2020","Расход","Тинькофф","Транспорт","Такси","128","RUB","128","RUB","Нет",""
"18.09.2020","Расход","Cash","Транспорт","","50","RUB","50","RUB","Нет",""
"18.09.2020","Расход","Cash","Транспорт","","55","RUB","55","RUB","Нет",""
"18.09.2020","Перевод","Сбербанк Deposit","Тинькофф","","40000","RUB","40000","RUB","Нет","На игровое кресло"
"18.09.2020","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет",""
"18.09.2020","Расход","Тинькофф","Квартплата/Интернет","","100","RUB","100","RUB","Нет",""
"18.09.2020","Расход","Cash","Транспорт","","50","RUB","50","RUB","Нет",""
"19.09.2020","Расход","Тинькофф","Еда","","1630","RUB","1630","RUB","Нет","Пепперони "
"20.09.2020","Расход","Тинькофф","Продукты","","2800","RUB","2800","RUB","Нет","Все за фермерские продукты"
"20.09.2020","Расход","Тинькофф","Медицина","","600","RUB","600","RUB","Нет","Асе за лекарства"
"20.09.2020","Перевод","Другое","Тинькофф","","156","RUB","156","RUB","Нет","Акция, бонус за кино"
"21.09.2020","Расход","Тинькофф","Дом","","4611,76","RUB","4611,76","RUB","Нет","Алиэкспресс "
"22.09.2020","Перевод","Сбербанк Deposit","Брокерский счет (тинькофф)","","167368,72","RUB","167368,72","RUB","Нет","Яндекс купил тинькофф "
"22.09.2020","Перевод","Тинькофф","Брокерский счет (тинькофф)","","600","RUB","600","RUB","Нет",""
"23.09.2020","Перевод","Тинькофф","Брокерский счет (тинькофф)","","200","RUB","200","RUB","Нет",""
"23.09.2020","Перевод","Брокерский счет (тинькофф)","Тинькофф","","800","RUB","800","RUB","Нет",""
"23.09.2020","Перевод","Биржа","Брокерский счет (тинькофф)","","20770,85","RUB","20770,85","RUB","Нет","Игра в лонг 22.09-23.09 (см детали в инвестициях). Это чистая прибыль с учетом ндфл и комиссий"
"23.09.2020","Перевод","Брокерский счет (тинькофф)","Тинькофф","","202856,61","RUB","202856,61","RUB","Нет","Вывод всего с брокерского счета"
"24.09.2020","Расход","Тинькофф","Другое","","357,53","RUB","357,53","RUB","Нет","Потери на акциях сбера"
"24.09.2020","Перевод","ALM","Сбербанк Deposit","","67500","RUB","67500","RUB","Нет",""
"25.09.2020","Перевод","Другое","Тинькофф","","1700","RUB","1700","RUB","Нет","Возврат билета на northlane "
"25.09.2020","Перевод","Тинькофф","Брокерский счет (тинькофф)","","20000","RUB","20000","RUB","Нет",""
"25.09.2020","Расход","Тинькофф","Дом","","30392","RUB","30392","RUB","Нет","Dxracer iron"
"25.09.2020","Расход","Тинькофф","Другое","","3395","RUB","3395","RUB","Нет","Заказ в Остине для папы"
"25.09.2020","Перевод","Биржа","Тинькофф","","1240,4","RUB","1240,4","RUB","Нет","Прибыль с акций Яндекса на небольшом росте (с учетом комиссий и, возможно, налога)"
"25.09.2020","Расход","Тинькофф","Продукты","","1244,79","RUB","1244,79","RUB","Нет",""
"26.09.2020","Расход","Тинькофф","Транспорт","","50","RUB","50","RUB","Нет",""
"26.09.2020","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет",""
"26.09.2020","Расход","Тинькофф","Еда","","348","RUB","348","RUB","Нет","Макдак "
"26.09.2020","Расход","Тинькофф","Развлечения","","80","RUB","80","RUB","Нет","Сувенир в планетарии"
"26.09.2020","Расход","Тинькофф","Транспорт","Такси","161","RUB","161","RUB","Нет",""
"26.09.2020","Расход","Тинькофф","Еда","","810","RUB","810","RUB","Нет","Линдфорс"
"26.09.2020","Расход","Тинькофф","Еда","","659","RUB","659","RUB","Нет","Раменная "
"26.09.2020","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет",""
"26.09.2020","Расход","Cash","Транспорт","","50","RUB","50","RUB","Нет",""
"27.09.2020","Расход","Тинькофф","Транспорт","Такси","233","RUB","233","RUB","Нет",""
"27.09.2020","Расход","Тинькофф","Транспорт","Такси","234","RUB","234","RUB","Нет",""
"27.09.2020","Расход","Тинькофф","Продукты","","1543,43","RUB","1543,43","RUB","Нет",""
"27.09.2020","Расход","Тинькофф","Медицина","","329","RUB","329","RUB","Нет","Аскорил "
"28.09.2020","Перевод","Тинькофф","Брокерский счет (тинькофф)","","174,65","RUB","174,65","RUB","Нет",""
